dnaSampleID	sequencerRunID	internalLabID	rawDataFileName	rawDataFileDescription	rawDataFilePath	checkSum
SCBI_004-M-20190729-COMP-DNA1	H25VYBGXH	19S_26_2427	BMI_H25VYBGXH_19S_26WellF10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellF10_R2.fastq.gz	cf86c613921e2da282c20accf2d68cb9
SCBI_004-M-20190729-COMP-DNA1	H25VYBGXH	19S_26_2427	BMI_H25VYBGXH_19S_26WellF10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellF10_R1.fastq.gz	cc3e7a238e7630de2e4679a1f6dabdfd
SCBI_010-M-20190729-COMP-DNA1	H25VYBGXH	19S_26_2431	BMI_H25VYBGXH_19S_26WellB11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellB11_R1.fastq.gz	cfacbe9cdad56352ade68c2063e5c4c6
SCBI_010-M-20190729-COMP-DNA1	H25VYBGXH	19S_26_2431	BMI_H25VYBGXH_19S_26WellB11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellB11_R2.fastq.gz	e2a2cf438bd08fc86e8744f2cf62f03e
SCBI_006-M-20190729-COMP-DNA1	H25VYBGXH	19S_26_2429	BMI_H25VYBGXH_19S_26WellH10_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellH10_R2.fastq.gz	c8d4ca2320e7f7283b37bd3f02d2fb67
SCBI_006-M-20190729-COMP-DNA1	H25VYBGXH	19S_26_2429	BMI_H25VYBGXH_19S_26WellH10_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellH10_R1.fastq.gz	97d0fe3bcadc77aa9c1ca95d86ad8f01
SCBI_047-M-20190730-COMP-DNA2	HHGLLBGXH	19S_36_3360	BMI_HHGLLBGXH_Plate19S_36WellG9_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HHGLLBGXH_mms_R2/BMI_HHGLLBGXH_Plate19S_36WellG9_R2.fastq.gz	ad3e2cbc9b98301204787e2207bf9ed6
SCBI_047-M-20190730-COMP-DNA2	HHGLLBGXH	19S_36_3360	BMI_HHGLLBGXH_Plate19S_36WellG9_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HHGLLBGXH_mms_R1/BMI_HHGLLBGXH_Plate19S_36WellG9_R1.fastq.gz	7d010963749db4ccfba055fe7bb4c1bd
SCBI_008-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2430	BMI_H25VYBGXH_19S_26WellA11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellA11_R2.fastq.gz	2f9a5c7bfff821926ea8580ac2c9dafb
SCBI_008-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2430	BMI_H25VYBGXH_19S_26WellA11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellA11_R1.fastq.gz	9c92b0885905aa26dac2c9a1b7c72674
SCBI_067-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2435	BMI_H25VYBGXH_19S_26WellF11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellF11_R1.fastq.gz	94f38d372b19b441fa09eaacef7419b0
SCBI_067-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2435	BMI_H25VYBGXH_19S_26WellF11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellF11_R2.fastq.gz	a5235a987c4a9ed0b3510996d84a95c3
SCBI_049-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2434	BMI_H25VYBGXH_19S_26WellE11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellE11_R2.fastq.gz	52f463a3983fa734df4c1c7e9d92a3b0
SCBI_049-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2434	BMI_H25VYBGXH_19S_26WellE11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellE11_R1.fastq.gz	69c513ecb46db16c62f5a437e186b2c2
SCBI_045-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2432	BMI_H25VYBGXH_19S_26WellC11_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R2/BMI_H25VYBGXH_19S_26WellC11_R2.fastq.gz	74dbe3fdd8adf9639b62757ab2913a89
SCBI_045-M-20190730-COMP-DNA1	H25VYBGXH	19S_26_2432	BMI_H25VYBGXH_19S_26WellC11_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_H25VYBGXH_mms_R1/BMI_H25VYBGXH_19S_26WellC11_R1.fastq.gz	087a245410e96e0d0e46041ef8aa31ab
SCBI_004-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0669	BMI_HVT2HBGXJ_20S_08_0669_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0669_R1.fastq.gz	ac6d580d12b80c6b79d1d0cc5dbc793d
SCBI_004-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0669	BMI_HVT2HBGXJ_20S_08_0669_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0669_R2.fastq.gz	76dc9225b19ae95469ab961d1d44ee47
SCBI_003-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0668	BMI_HVT2HBGXJ_20S_08_0668_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0668_R1.fastq.gz	d823360fcb4980bdeac0b97b21fa6b64
SCBI_003-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0668	BMI_HVT2HBGXJ_20S_08_0668_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0668_R2.fastq.gz	9779b8e35f079374118be8aa5c46dd17
SCBI_006-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0671	BMI_HVT2HBGXJ_20S_08_0671_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0671_R2.fastq.gz	75d1c66293bc6057ff623f4f8d2d4a25
SCBI_006-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0671	BMI_HVT2HBGXJ_20S_08_0671_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0671_R1.fastq.gz	974edf22a1cb6282be92a2461b42cf56
SCBI_010-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0673	BMI_HVT2HBGXJ_20S_08_0673_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0673_R1.fastq.gz	454971a1d89c514d8dd07d124e756730
SCBI_010-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0673	BMI_HVT2HBGXJ_20S_08_0673_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0673_R2.fastq.gz	854abf56fac0e75dfa38cd2cd1fd5dfb
SCBI_005-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0670	BMI_HVT2HBGXJ_20S_08_0670_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0670_R2.fastq.gz	391d86ca97b5723772afab76a3e9c859
SCBI_005-M-20200720-COMP-DNA1	HVT2HBGXJ	20S_08_0670	BMI_HVT2HBGXJ_20S_08_0670_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0670_R1.fastq.gz	f808fcae82540d6351c6596a4e091576
SCBI_045-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0674	BMI_HVT2HBGXJ_20S_08_0674_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0674_R1.fastq.gz	8acbb8a8bdc0f081eae28831b6ff21d5
SCBI_045-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0674	BMI_HVT2HBGXJ_20S_08_0674_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0674_R2.fastq.gz	1032425214f5905f6f9a0c1fbb068a77
SCBI_008-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0672	BMI_HVT2HBGXJ_20S_08_0672_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0672_R2.fastq.gz	61f9b6a2b594078f2cdee433683f1c7e
SCBI_008-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0672	BMI_HVT2HBGXJ_20S_08_0672_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0672_R1.fastq.gz	fd5f3da963287b281bfdb29b84d25185
SCBI_049-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0676	BMI_HVT2HBGXJ_20S_08_0676_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0676_R1.fastq.gz	692472fb9cf0fe2de48ed7a72118b2fb
SCBI_049-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0676	BMI_HVT2HBGXJ_20S_08_0676_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0676_R2.fastq.gz	573e52f0bdf6c5684a0571dd2f2615df
SCBI_047-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0675	BMI_HVT2HBGXJ_20S_08_0675_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0675_R1.fastq.gz	f4734763d1dc498abbc948819bcecab3
SCBI_047-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0675	BMI_HVT2HBGXJ_20S_08_0675_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0675_R2.fastq.gz	edaa430cc57593d6a965589a223508f2
SCBI_067-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0677	BMI_HVT2HBGXJ_20S_08_0677_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R2/BMI_HVT2HBGXJ_20S_08_0677_R2.fastq.gz	b7c260abf50f9169db7caa4bb5047392
SCBI_067-M-20200721-COMP-DNA1	HVT2HBGXJ	20S_08_0677	BMI_HVT2HBGXJ_20S_08_0677_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2021/BMI_HVT2HBGXJ_mms_R1/BMI_HVT2HBGXJ_20S_08_0677_R1.fastq.gz	18959bc746747d41a241988ff3cb855a
DSNY_016-M-20131114-COMP-DNA1	run20150603	NA	DSNY_016-M-20131114-comp-R1-Sequences.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_016-M-20131114-comp-R1-Sequences.fastq.gz	18959bc746747d41a241988ff3cb855a
DSNY_016-M-20131114-COMP-DNA1	run20150603	NA	DSNY_016-M-20131114-comp-R2-Sequences.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_016-M-20131114-comp-R2-Sequences.fastq.gz	18959bc746747d41a241988ff3cb855a
DSNY_009-M-20131114-COMP-DNA1	run20150603	NA	DSNY_009-M-20131114-comp-R2-Sequences.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_009-M-20131114-comp-R2-Sequences.fastq.gz	18959bc746747d41a241988ff3cb855a
DSNY_009-M-20131114-COMP-DNA1	run20150603	NA	DSNY_009-M-20131114-comp-R1-Sequences.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_009-M-20131114-comp-R1-Sequences.fastq.gz	18959bc746747d41a241988ff3cb855a
DSNY_009-M-20140910-COMP-DNA1	run20150522	NA	DSNY_009-M-20140910-comp_R1.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_009-M-20140910-comp_R1.fastq.gz	f16272c460fb598fd56b977921c66a1e
DSNY_009-M-20140910-COMP-DNA1	run20150522	NA	DSNY_009-M-20140910-comp_R2.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_009-M-20140910-comp_R2.fastq.gz	19e3c3110ba46d97219594d515d47369
DSNY_009-M-4-7-20140910-GEN-DNA1	run20150522	NA	DSNY_009-M-4-7-20140910-gen_R2.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_009-M-4-7-20140910-gen_R2.fastq.gz	2cc0f272f902c028e9ed5f344dcfb81b
DSNY_016-M-23-38-20140910-GEN-DNA1	run20150522	NA	DSNY_016-M-23-38-20140910-gen_R1.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_016-M-23-38-20140910-gen_R1.fastq.gz	a27103033ac44b5250bedf4f42050a80
DSNY_009-M-4-7-20140910-GEN-DNA1	run20150522	NA	DSNY_009-M-4-7-20140910-gen_R1.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_009-M-4-7-20140910-gen_R1.fastq.gz	3660fc6d5fc32d3cbd291e68ed5bb211
DSNY_016-M-23-38-20140910-GEN-DNA1	run20150522	NA	DSNY_016-M-23-38-20140910-gen_R2.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/DSNY_016-M-23-38-20140910-gen_R2.fastq.gz	a234cd6d03ec0ff28bb0f5ca15922edc
JERC_006-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2848	BMI_HY5W2BGXG_Plate19S_31WellE4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellE4_R2.fastq.gz	677b2675467da3b85360bf19b238083b
JERC_006-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2848	BMI_HY5W2BGXG_Plate19S_31WellE4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellE4_R1.fastq.gz	03b619e75c14db83195031c095939290
JERC_001-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2843	BMI_HY5W2BGXG_Plate19S_31WellH3_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellH3_R2.fastq.gz	e33c6c07672247d96e96152b4014d337
JERC_001-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2843	BMI_HY5W2BGXG_Plate19S_31WellH3_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellH3_R1.fastq.gz	baeca0680a71d94f187efc36ecad249a
JERC_005-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2847	BMI_HY5W2BGXG_Plate19S_31WellD4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellD4_R1.fastq.gz	61d4aedf991474ffea2726e47ab6e6b4
JERC_005-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2847	BMI_HY5W2BGXG_Plate19S_31WellD4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellD4_R2.fastq.gz	5d1180f251cf8f44af86643d268ee680
JERC_003-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2845	BMI_HY5W2BGXG_Plate19S_31WellB4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellB4_R2.fastq.gz	e1aaa682a931a249f82123c5695efd01
JERC_003-M-20190729-COMP-DNA1	HY5W2BGXG	19S_31_2845	BMI_HY5W2BGXG_Plate19S_31WellB4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellB4_R1.fastq.gz	3cd6802cfd16cbe7c19e2dd6e3323e30
JERC_002-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2844	BMI_HY5W2BGXG_Plate19S_31WellA4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellA4_R2.fastq.gz	070369ad5b6a4f4257ee47a786a523d7
JERC_002-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2844	BMI_HY5W2BGXG_Plate19S_31WellA4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellA4_R1.fastq.gz	085937405fa9c60724271ac702de1efd
JERC_048-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2850	BMI_HY5W2BGXG_Plate19S_31WellG4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellG4_R1.fastq.gz	5c7e82d2bbb4d23a279d55f17e2d1c78
JERC_048-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2850	BMI_HY5W2BGXG_Plate19S_31WellG4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellG4_R2.fastq.gz	c1d03cad1bdd9ae5e3fd415965172ec2
JERC_049-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2851	BMI_HY5W2BGXG_Plate19S_31WellH4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellH4_R2.fastq.gz	126d8ebc324893cb2eb6cd08c1e50013
JERC_049-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2851	BMI_HY5W2BGXG_Plate19S_31WellH4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellH4_R1.fastq.gz	d66f2c016ac3604dc66df5f9df369740
JERC_050-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2852	BMI_HY5W2BGXG_Plate19S_31WellA5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellA5_R2.fastq.gz	145c035032057792114fbaa40f95e2fe
JERC_050-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2852	BMI_HY5W2BGXG_Plate19S_31WellA5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellA5_R1.fastq.gz	3dc0003fae4c0efe54efb33a59431909
JERC_004-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2846	BMI_HY5W2BGXG_Plate19S_31WellC4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellC4_R2.fastq.gz	d9dd1a630b5083afb58240bc7d0d2656
JERC_004-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2846	BMI_HY5W2BGXG_Plate19S_31WellC4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellC4_R1.fastq.gz	3a12a096f2d0f031af279aa1bea606eb
JERC_047-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2849	BMI_HY5W2BGXG_Plate19S_31WellF4_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellF4_R1.fastq.gz	3a75bbbc86ae8805b1116d18506c84e8
JERC_047-M-20190730-COMP-DNA1	HY5W2BGXG	19S_31_2849	BMI_HY5W2BGXG_Plate19S_31WellF4_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellF4_R2.fastq.gz	bdfc4b709b83769a59256fb16888c94c
OSBS_022-M-20140917-COMP-DNA1	run20150603	NA	OSBS_022-M-20140917-comp_R2.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/OSBS_022-M-20140917-comp_R2.fastq.gz	007f9026d1e534bdb02fb32308550461
OSBS_001-M-20140917-COMP-DNA1	run20150603	NA	OSBS_001-M-20140917-comp_R2.fastq.gz	Reverse reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/OSBS_001-M-20140917-comp_R2.fastq.gz	3946fd4ae1923b4ecf13babc36ca6b7c
OSBS_001-M-20140917-COMP-DNA1	run20150603	NA	OSBS_001-M-20140917-comp_R1.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/OSBS_001-M-20140917-comp_R1.fastq.gz	05976f48db9c5ca90267fd90db0922f7
OSBS_022-M-20140917-COMP-DNA1	run20150603	NA	OSBS_022-M-20140917-comp_R1.fastq.gz	Forward reads from Illumina bidirectional sequencing run	https://storage.neonscience.org/neon-microbial-raw-seq-files/2017/OSBS_022-M-20140917-comp_R1.fastq.gz	c8053513bfa10308007237d8a11b4afe
OSBS_002-M-20190701-COMP-DNA1	HY5W2BGXG	19S_31_2854	BMI_HY5W2BGXG_Plate19S_31WellC5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellC5_R2.fastq.gz	690bd17b5fdaffa28ee65a8372b94369
OSBS_002-M-20190701-COMP-DNA1	HY5W2BGXG	19S_31_2854	BMI_HY5W2BGXG_Plate19S_31WellC5_R1.fastq.gz	R1 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R1/BMI_HY5W2BGXG_Plate19S_31WellC5_R1.fastq.gz	39dbace6ff89715aeaf60c7e5e16545d
OSBS_003-O-20190701-COMP-DNA1	HY5W2BGXG	19S_31_2855	BMI_HY5W2BGXG_Plate19S_31WellD5_R2.fastq.gz	R2 metagenomic archive of fastq files	https://storage.neonscience.org/neon-microbial-raw-seq-files/2020/BMI_HY5W2BGXG_mms_R2/BMI_HY5W2BGXG_Plate19S_31WellD5_R2.fastq.gz	d72528a39b2b8f75cdafa6ad5dda3e64
